auteur,commentaire,likes,date_publication
@lechoufarci,"""J'ai failli faire une Lorenzo"" fou rire",0,2025-05-09T05:54:09Z
@sarbdx,Franchement merci beaucoup Squeezie du petit mot pour l’hôpital public ❤️‍🩹 c’est vraiment triste de voir comme il a été délaissé par nos politiques,0,2025-05-09T05:51:19Z
@Osdepoulet69,Personne a la ref du hoodie de sdm?,0,2025-05-09T05:28:04Z
@lilacose,LE MONTAGE!!!!!!!! incr bigup,0,2025-05-09T05:14:51Z
@alx4090,Il est chaud en calcul Malcom,0,2025-05-09T04:43:01Z
@un-message,Jesus peut transformer ta vie ❤‍🔥,0,2025-05-09T04:20:11Z
@92i24,Sdm tiakola > how high 3👌🏻✅️,0,2025-05-09T04:12:31Z
@thekevin1267,Imagine y avait Koba dans ctt video,0,2025-05-09T03:54:34Z
@Benjamin-M,Il manque la ref 9:15,1,2025-05-09T03:51:45Z
@RoseFR_Vr,J’adore tes vidéo je les écoute depuis petite🩷 dans la vie j’ai u des moments vraiment difficile dans ma vie sache que tes vidéo mon toujours remonter le morale et me faire sentir mieux même si cela ne peux rien m’aider pour mes problèmes de santé tes vidéos m’aide à penser au possible et positif mon rêve c’est d’avoir un pc et devenir youtubeuse tout comme toi mais malheureusement je ne peux pas travailler et gagner pour économiser pour cela mais je souhaite le meilleur à tout le monde même si on ne peux pas avoir tout dans la vie 🤍🌸,0,2025-05-09T03:30:37Z
@Joker-nh4iq,9 millions 😮😮,0,2025-05-09T03:22:32Z
@ChristopherHerrera-s1r,You just earned a new subscriber,0,2025-05-09T03:14:36Z
@Joker-nh4iq,Chimique ta boisson,0,2025-05-09T02:49:12Z
@KundanKumar-o1r3h,That transition at 3:12 was chefs kiss,0,2025-05-09T02:44:42Z
@SpynoRaptor,"Dommage que ce moment 42:00 soit fait avec un montage ""humour"" pour ne pas heurter la sensibilité des gens, j'aurais aimé avoir les détail juste pour la culture.",0,2025-05-09T02:38:45Z
@CynthiaKeller-k9u,The way you explained this is SO clear. Thank you,0,2025-05-09T02:22:13Z
@altessemihindou3304,Robestine leGOAT,0,2025-05-09T02:21:11Z
@JasonCarter-l9s,I can t stop smiling watching this,0,2025-05-09T02:18:44Z
@benrickytb,BIG RESPECT AU MONTEUR IL A CREER UN BANGER,0,2025-05-09T02:03:57Z
@Jessica-ug7gq,J’ai adoré Caroline,0,2025-05-09T01:55:25Z
@lyoyoyo-h9t,Svp plus de vidéos comme ça 😂😂😂,0,2025-05-09T01:53:26Z
@benrickytb,42:50 la scene avec tiakola est lunaire,0,2025-05-09T01:49:56Z
@HADOKAIN,la phase de claquette sur le son de tiako avec imitation de SDM m'a terminé au sol,0,2025-05-09T01:39:45Z
@shemaolivier393,le monteur a fait un boulot de dingue au moment des histoires de la chirurgiene.,1,2025-05-09T01:36:51Z
@benrickytb,33:28,0,2025-05-09T01:32:20Z
@benrickytb,31:10 chui dans Paname heu🤣,0,2025-05-09T01:28:20Z
@DamienBenoit-ck5ep,Wesh tu t'es pris pris pour ma daronne ooooouuuuuu👐👐👐,0,2025-05-09T01:26:54Z
@ceraldo8635,La série devient trop longue faut présenter les invités maintenant,0,2025-05-09T01:21:12Z
@hugo_volley,La musique sur le passage de frantz à 21:16 j’ai jamais autant ris,0,2025-05-09T01:16:16Z
@mistercreep2002,"moi qui travaille dans une banque de sang, quand j'ai entendu la question: y'a combien de groupe sanguin xD

quand arthur a parlé des ponctions de moelle osseuse, je me suis dit que c'est pas lui 100% (je dis ça avant de savoir qui c'est)
et caroline, avec toute l'histoire de sa première opération, ça peut pas être elle, je travaille avec des jeunes médecins tous les jours et je sais reconnaitre cette vibe qu'ils ont xD

JP all the way


Let's gooooooo je l'ai eu xD",0,2025-05-09T01:15:09Z
@lali5097,c'est plus du montage c'est de l'art à ce niveau,0,2025-05-09T00:59:51Z
@OTremblay,Je me suis tapé des barres incroyables au montage lorsque Caroline décrit ses pires opérations 😂,0,2025-05-09T00:44:27Z
@SpringSino96,dr maboul plus dur que la chirurgie c'est confirmé,1,2025-05-09T00:41:02Z
@Poudr3,Tiakola il a un charisme négatif,3,2025-05-09T00:35:25Z
@Scaranoyze,"c'est fou comment ils tiennent pas en place mdr, désolé mais c'est presque insolent à certains moments (avis à chaud)",1,2025-05-09T00:35:05Z
@QuentinFremont,42:32  meilleurs moments 😂😂😂,0,2025-05-09T00:27:36Z
@OmarSoliman-h6d,You just earned a new subscriber,0,2025-05-09T00:22:34Z
@feyraq,Robestine cetais quelque chose 😂😂,0,2025-05-09T00:19:02Z
@stevenpierrel4800,"Dommage les invités sont vraiment pas fou, surtout Tiako qui est inintéressant...",2,2025-05-09T00:14:25Z
@jesuscardenas7852,Le monteur s'est fait plaisir😂😂😂😂😂😂😂😂,0,2025-05-08T23:59:34Z
@GG4July,Le montage sur les explications de chirurgie c’est une masterclasse,0,2025-05-08T23:52:31Z
@NashMALA,Tiako est devenu plus frais avec sa new Coupe,1,2025-05-08T23:50:04Z
@YénaD-v3b,La meilleure édition vraiment 🤣,2,2025-05-08T23:48:34Z
@christenfernando54,Le montage 👑,0,2025-05-08T23:47:57Z
@NandiniRoy-yp5jb,I ve had this on repeat all day,0,2025-05-08T23:41:33Z
@kstsoud3178,Une masterclass Tiakola et SDM m’ont grave fait rire 🤣🤣😂😂😂😂😂🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0,2025-05-08T23:40:01Z
@nanaaanothere,La mangueeeh 🥭😇,0,2025-05-08T23:39:42Z
@Duiopale79-,34:43 Robestine t'sais déjà 🤣🤣🤣🤣,1,2025-05-08T23:37:18Z
@ivanabalwisha2840,15:28 oza zoba yo🤣 SDM eh,0,2025-05-08T23:25:48Z
@Nakamesise,Ou peut trouver cette boisson incroyable 😊,0,2025-05-08T23:22:25Z
@christenfernando54,« Je ne comprends paaaaaaas »,0,2025-05-08T23:06:44Z
@cloe3454,C'était forcément Jean-Paul l'imposteur car il dit qu'il a 50ans et que il a 25 ans de métier ce n'est pas possible car ça voudrais dire que il pratiquait a 25 ans alors qu'il faut minimum 10 ans d'etude et que si il commence les étude de chirurgien a 18 ans il aurais fini les études a 28ans minimum,0,2025-05-08T23:05:56Z
@Luffy_owee,44:53 J'ai 50 ans. Chuis chirurgien depuis 25. Le frerot qui est entré à la fac à 13 ans 😂,1,2025-05-08T23:05:37Z
@NathanRios-z5f,Algorithm finally did something right,0,2025-05-08T23:02:28Z
@oursonfordance4377,"@Junior Yudat à mixé le nom et le prénom de ""Petit Robert"".",0,2025-05-08T22:59:33Z
@FlorenceB08,"Arthur le Goat, il est trop mignon",2,2025-05-08T22:51:17Z
@Srh_107,Caroline c un sucre wshh,1,2025-05-08T22:49:30Z
@Himi.himiko,Estce quon peut mettre SDM et Joco dans la même pièce ? C'est pour vérifier un truc.,1,2025-05-08T22:46:08Z
@Piko59100,54 minute de rire😂💪🏽,1,2025-05-08T22:45:15Z
@rosiwilliams6362,Fergus rit comme le perso riche de GREG GUILLOTINµ,1,2025-05-08T22:43:24Z
@X1L3F_,Ils sont allumés j'adore 😂😂,3,2025-05-08T22:40:26Z
@mathys26,Les monteurs de squeezie >>>,1,2025-05-08T22:35:32Z
@jeremygrecte,"Dans le problème de maths il y avait bien une embrouille dans l'énoncé. Quand ils disent ""il traverse 4 quartiers de 2km"", on a tendance à penser que chaque quartier fait 2km donc que la distance à parcourir est de 8km. En marchant à 5km/h, par définition il faut une heure pour parcourir 5km seulement, logiquement il faut plus pour faire les 8km, c'est pas possible en 26 minutes à 5km/h.
En fait celui qui a fait l'énoncé devait penser qu'il y a 4 quartiers mais que la distance totale est de 2km (soit 4 quartiers de 500m chacun), et le résultat de 26 minutes paraît plus cohérent avec cette interprétation.
C'était pas clair dans l'énoncé, ce n'est pas la faute du prétendu prof.
(Désolé pour l'ambiance studieuse de mon commentaire 😂)",67,2025-05-08T22:35:16Z
@makindathezanomalia4834,15:28 woa zoba yo😂😂,0,2025-05-08T22:30:06Z
@White_Boy_Clo,"eh mercé le squeez ,tiako et SDEUM vz'étes tro les goat j'ai juré !!!",2,2025-05-08T22:30:05Z
@-FandeSanji-kun-,Le 28:33 jus de victoire 😂,1,2025-05-08T22:27:26Z
@EliTWD,"Trop sympa cet épisode, le moment des claquettes avec Junior était trop drôle juste j’aurais voulu entendre les anecdotes de Caroline mais bon",5,2025-05-08T22:24:56Z
@Zazzou_gam13,28:42 guetter comment sdm il les attrape 🤣🤣🤣🤣,0,2025-05-08T22:21:48Z
@earlquincygayabamouyabi7424,L’activité des profs de maths c’est trop facile wesh,0,2025-05-08T22:15:20Z
@Datruthmamen,La mangueu,0,2025-05-08T22:12:21Z
@Srh_107,SDM c tropp🤣🤣🤯,1,2025-05-08T22:11:54Z
@JoanaDrakouli,You just earned a new subscriber,0,2025-05-08T22:10:04Z
@ayoubtellal935,Tiakola pendant l’explication de la chirurgienne 😂😂😂 42:37,0,2025-05-08T22:08:45Z
@kiarampondo1270,J’adore plus de vidéos avec eux pitié 😂😂 je suis à bout de souffle,0,2025-05-08T22:07:45Z
@Lolothr19,Hilarant 🤣!! La prochaine ramène-nous Tayc et Dadju STP!!!!!!!,1,2025-05-08T22:04:44Z
@BeauMec6Pack,Sdm il clc,0,2025-05-08T22:02:14Z
@lebonanthony5038,Je veux un épisode avec Naza et gradur !!!,1,2025-05-08T21:58:46Z
@Yasmine.bouka21,Tiakola 🫦🙏🏾,1,2025-05-08T21:58:46Z
@flopesque,les pressing qu'ils foutent jppppp c'est à mourir de rire,1,2025-05-08T21:49:57Z
@nehemiekokode,11:31 ENGUERRAAAAANDDDD🤣🤣,0,2025-05-08T21:49:50Z
@ch.1lo_e,j’ai tellement rigolé durant cette vidéo merci squeezie c’était génial 🙏,0,2025-05-08T21:46:34Z
@micro6486,c'est chelou Arthur à 28 ans et c'est 12 ans d'études donc il a commencé à 16 ans ??,0,2025-05-08T21:42:20Z
@dait02-g3l,Bon maintenant faut une vidéo avec Nekfeu et Damso 😂,0,2025-05-08T21:41:34Z
@timeobirot4179,JP 50 ans et déjà chirurgien depuis 25 ans ils auraient pus remarquer que ça clochait 😂,0,2025-05-08T21:36:31Z
@AdrienPierson-k7p,"Eh j'ai juré tiakola il est trop aléatoire, il a changé plein de fois de positions et sa casquette il l'a bougée trop de fois aussi il m'a tué",0,2025-05-08T21:35:34Z
@naelmxng9866,"Vidéo de fou, c'était trop drôle",0,2025-05-08T21:33:38Z
@emiliencolpart7600,Ça force à balle sur les pubs,0,2025-05-08T21:30:40Z
@Mohamedmebarki953,Caro un rayon de soleil félicitations pour sa grossesses,0,2025-05-08T21:25:52Z
@naima7881,"Du Danemark 🇩🇰 il y a quelques jours mon algorithme m’a gentiment proposé de regarder SQUEEZE qui était pour moi un illustre inconnu. 
Pour être honnête, c’est les millions de “followers” qui m’ont poussé à regarder.. 
Mes zygomatiques faisaient mal tellement je riait 😅
J’adore 😃
Chapeau bas au génial inventeur de la chaîne ainsi qu’à ses collaborateurs 🎩 
À toutes l’équipe quoi 👏😉",1,2025-05-08T21:24:34Z
@Joseph-uy9mt,on veut avec niska et ninho svppppp,1,2025-05-08T21:22:31Z
@arthurboyle3699,Tiakola sous snus,0,2025-05-08T21:21:03Z
@mabel1707,La dr Maboul 🤣🤣🤣🤣,0,2025-05-08T21:15:33Z
@ali.d163,zéro vanne mais pourquoi 26 min ?,0,2025-05-08T21:13:15Z
@charaluniak8544,48:36 on en parle qu'il a dit a deux fois ?,1,2025-05-08T21:12:28Z
@nayxfnv2,"""Robestine tu c'est déjà""😂😭😭😭🤣",0,2025-05-08T21:11:02Z
@lmirindal,C’est pas possible comment ce Tiakola sait pas se tenir…,3,2025-05-08T21:10:04Z
@Nordine_1v99,SDM le meilleur invité je vous jure 😂❤,0,2025-05-08T21:09:07Z
@gachou00,BAHAHAHAHAHAHA le monteur c regale mdrr sur le passage de caroline,2,2025-05-08T21:05:33Z
@LGC_Kaizen,Mettons un point d’honneur sur ce montage extraordinaire!!!!,0,2025-05-08T21:04:24Z
@Yayux95,Le niveau des mixologistes cest pas ca quoi... 😅,0,2025-05-08T21:03:13Z
@JonathanBalou-ik8kt,"SDM me fume😂😂
Le montage est trop sauvage",0,2025-05-08T21:02:49Z
@William-Robotic.Entertainment,Nice!!! 😄,0,2025-05-08T21:02:01Z
@Charlot-xv3xh,Cela doit être sa seule sponsorisation que j'ai écouté et regardé... et elle est vraiment bien ‼️,0,2025-05-08T21:01:20Z
@calcifer1208,le montage image & son + effets VFX = le taff est fou c'est tellement bien rythmé vous êtes des gigas boss,59,2025-05-08T20:59:12Z
@ThomasAllal,Tout le long je reconnaissais Junior. Puis c'est à la fin que je me suis rendu compte c'est Junior Yudat.. Simplement un des meilleurs danseurs hip hop au monde de sa génération.,1,2025-05-08T20:57:27Z
@LJB_play,Prochaine édition avec Stundzow et Anyme,2,2025-05-08T20:56:23Z
@KhadijaGueye-n9n,banger,0,2025-05-08T20:54:54Z
@bulleanyway8345,Je ne regarde pas souvent les videos de squeezie mais celle ci etait trop marrante 👍 👏 👏,1,2025-05-08T20:54:34Z
@lillyroseloiseau,Encore un banger 🔥🔥 Caroline trop choupiii et solaireeee,1,2025-05-08T20:52:26Z
@axelpiron8294,"Squeezie le gaucho, prend des gens drôle,",0,2025-05-08T20:52:08Z
@Maryyyah19,13:05 on à la réponse sous nos yeux de l’imposteur 🤣,3,2025-05-08T20:39:33Z
@SandyDeruelle,La vie il sont trop bête pour les chirurgiens le gars il a 50ans il a commencé il y a 25ans alors que c'est 12 ans d'études du coup 50-25=25 a tais 18 ans tu finis tais études du coup 18 + les 12 ans d'étude de médecine= a 30 ans  donc il devrait normalement commencer a 30ans pas 25 ans du coup des le début je l'ai trouvé,1,2025-05-08T20:39:31Z
@lahnaad,Les gens qui disent que tiakola est mal élevé ou pas drôle ou qu’il s’en fout je vous trouve super dur. Il a juste l’air introverti mais comme les gens ont plus le droit d’être introverti,1,2025-05-08T20:38:07Z
@ArkurzRotabal,"Au passage, t'es le youtubeur le plus riche de France et tu nous fous des pubs youtube toutes les 3min sur ta vidéo. Sérieux ? T'as pas assez de fric comme ça ?",0,2025-05-08T20:36:10Z
,J'ai jamais été autant heureux sous une vidéo 😂❤❤ Augmenté le salaire des monteurs 😂,2,2025-05-08T20:34:19Z
@Gatitoux_,40:05 PLUS FORT🔥🔥,4,2025-05-08T20:30:55Z
@dreamyfashion9236,"C'était sûre que c'était JP, il a 50 ans il dit que ça fait 25 ans qu'il exerce, alors qu'il faut minimum 10 ans d'études pour être chirurgien hahha",0,2025-05-08T20:28:52Z
@vava-x8t,pour les claquettes américaines je me pètent une barre je fais des claquettes américaines aussi mes il on pas parlez des claquettes irlandaises mes les deviner direct le faut,0,2025-05-08T20:23:35Z
@Laslo-l2z,Tiako c une galère avec sa casquette que il l'a met dans des poses extravagante,1,2025-05-08T20:22:52Z
@zoetorres7932,incroyable comme d'habitude,0,2025-05-08T20:21:15Z
@ReyhanCoban-q8c,Lourd la vidéo 😂😂❤️,0,2025-05-08T20:20:50Z
@lucasrecalde8419,T’es là tu découvre ton prof c’est un pote à sdm 😂,0,2025-05-08T20:20:15Z
@nadiaoumar3527,robestine. sais deja,0,2025-05-08T20:18:32Z
@AMAZONIA_ASMR,La question des groupes sanguins 😅 le pauvre 😂 la base pour un médecin,0,2025-05-08T20:17:18Z
@ArkurzRotabal,"Pour le Kombucha à la menthe "" arôme naturel de menthe édulcorant (glycosides de stéviol issus de Stevia), arôme naturel de citron,"" Moyen tout ça. Enfin, c'est pas pire que les sodas, c'est certain. Mais c'est dommage de ne pas en avoir fait une vraie boisson naturelle.",0,2025-05-08T20:16:23Z
@TrenteHuitG,"Bon je vais répéter ce que tout le monde dit mais le montage est incroyable, il est déjà bon de base mais là j'crois on a atteint une autre sphère ! Une augmentation pour ces personnes ! (Et toute l'équipe qui bosse pour le Squeez tant qu'à faire 😂",0,2025-05-08T20:14:31Z
@soulgirl972,mdr Junior grand danseur hip hop qu'il est ... je suis dead de le voir en claquette 😂😂,0,2025-05-08T20:14:05Z
@ziedaissaoui9862,La mangue 🤓,0,2025-05-08T20:12:47Z
@kumbaaa4397,Ptdrrrrrrrrrrrrrrrrrr la partie de Caroline 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂 non vraiment LE MONTEUR 🔥🔥 100000/200 LA MANGEUUUUUUH,0,2025-05-08T20:10:55Z
@corinendolo8349,Jusqu’à SDM a parlé le lingala🤣🤣🤣,0,2025-05-08T20:10:51Z
@Lana_568,21:18 le monteur je taime ! ❤😂 j'ai rarement autait ris ( LA FENÊTRE !! 🤣 ),5,2025-05-08T20:09:23Z
@Causmoos,Caroline est tellement solaire son rire est contagieux elle est trop chouuu,1,2025-05-08T20:08:12Z
@bruetsebastien9635,"Quel kiff , merci",0,2025-05-08T20:08:11Z
@dvdcr_,C’est quoi le délire des 90% des commentaires sur le montage sur tous les imposteurs ? C’est un running gag ? (No offense au montage qui est en effet incroyable et particulièrement lors du passage de Caroline 😂),0,2025-05-08T20:00:16Z
@TheDump226,L'épreuve de maths je me suis instantanément reconnue dans Frantz. C'est tout moi en khôlle de maths 😭😭😭,0,2025-05-08T19:57:18Z
@SoukainaBensahla-s7w,Il est trop mignon jean pierre,0,2025-05-08T19:56:38Z
@vydhshdhx1797,"Je pense que le problème de maths de Frantz est posé de façon ambiguë. La confusion vient de : soit il traverse 4 quartiers de chacun 2 km  (auquel cas il marchera 8km et avec les embrouilles il lui faudra 98min, d'où la réponse de Frantz)  ou alors il traverse 4 quartiers faisant au total 2km (et donc là il en aura pour 26min d'où la réponse de la prod).",0,2025-05-08T19:55:40Z
@Marie-gu7hu,"Le traitement réservé aux intervenants me fait de la peine, un peu plus de considération ne ferait pas de mal..",1,2025-05-08T19:53:28Z
@awenuj7057,Pour les profs de math le problème donner à Vincent il ne fallait pas faire autant de calcule : sache que 6 kilomètres est égal à 6000 mètres on fais 6000%6 qui nous donne 1200,0,2025-05-08T19:51:13Z
@Kevin_tls_,Et mais vraiment c'est le meilleur du jeux de l'imposteur j'ai jamais autant rigoler,0,2025-05-08T19:48:23Z
@jb-iu1dy,squeezie arrête de changer de choix en dernière seconde a chaque fois pour le concept pitié ca gache tout,0,2025-05-08T19:47:15Z
@kingscar8646,Je pense on est sur le meilleur episode de l’histoire,0,2025-05-08T19:44:58Z
@NexoliX29,30:31 Squeezie j'ai renversé mon kombuchia viens stp  😂,0,2025-05-08T19:40:21Z
@Teooxx424,Nan les monteur son mechant chez squeezie 🤣🤣🤣,0,2025-05-08T19:38:50Z
@Gprime2113,10/10 au montage,0,2025-05-08T19:36:52Z
@damienvilletorte5355,superbe vidéo,0,2025-05-08T19:36:14Z
@artlem270,Donc personne ne va parler de la présence de Vincent Dedienne dans les imposteurs chirurgiens ???,1,2025-05-08T19:33:28Z
@HVKZFRMarius,"Tu te souviens quand t’avais rencontré mon Tonton t’avais fait une vidéo pour mon grand-père qui s’appelle Jean je suis un tes abonnés, je suis fan de toi",0,2025-05-08T19:33:07Z
@marinesvg77,Sdm est trop drôle que il arrache les vêtements des autres 😂😂😂😂,0,2025-05-08T19:29:57Z
@baraque5737,Fait avec blaize stp,0,2025-05-08T19:27:29Z
@tresorngoko,la mangueeeee🤣🤣🤣,1,2025-05-08T19:26:39Z
@Radhuya,Robestine,0,2025-05-08T19:24:48Z
@uerdisempay8982,Ma mangue😂😂,0,2025-05-08T19:21:32Z
@evy-k1q,Je souhaite trop faire du doublage plus tard et c clair c pas simple...,0,2025-05-08T19:21:32Z
@gianni_i,Tiakola c'est le vide sidéral... il a arrêté l'école au CM1,1,2025-05-08T19:17:39Z
@manuela_rlz,"Tiakola c’est juste un mec chill jppp, il déguste le cocktail et il est tout calme j’adore 😂",3390,2025-05-08T19:16:24Z
@martinhenrard,chaud les bouteilles en plastique,0,2025-05-08T19:12:37Z
@Sirol_56,Incr le feat,0,2025-05-08T19:12:07Z
@ELOUNA792,Il y a que moi qui plus j’avancer dans la vidéo plus j’avais l’impression que Tiako étais bourré 🤣🤣🤣🤣🤣🤣,1,2025-05-08T19:10:07Z
@MaximePorté,Montage incroyable inviter incroyable vidéo incroyable,0,2025-05-08T19:07:57Z
@-PERSONNE-,ça va applaudire H24 mtn en cours MDR,0,2025-05-08T19:01:00Z
@CafeCremeux,La musique de Magic System quand Tiakola tape sur la table  😂😂 Du génie!!!,0,2025-05-08T18:56:51Z
@99sundance,S/o probestine,0,2025-05-08T18:56:35Z
@hugoguillerm5862,À quand Gradur+naza ! 🤯,0,2025-05-08T18:55:26Z
@mayori35,42:07 gg le montage 😂,0,2025-05-08T18:54:20Z
@dimorin,Super,1,2025-05-08T18:53:39Z
@MrScarow,"Ohlala merci à Caroline, elle a tellement donné la pêche !! Superbe énergie",0,2025-05-08T18:52:08Z
@chikwague,"13:27 ""de quoi t'a dit c de la sardine""🤣🤣",1,2025-05-08T18:46:12Z
@AngusSehgal,wa lv jai vu tiakoa marcher a gnv,0,2025-05-08T18:45:38Z
@MimaM02,42:51 le eye contact avec mon crush purée 😂,0,2025-05-08T18:44:38Z
